tweet_id,search_lang,detected_lang,keyword,display_name,handle,date,text
1674811149567533059,fr,unknown,intelligence artificielle,Denis Bergé,denisberge,2023-06-30T16:04:29.000Z,"Aujourd’hui, Smartportday#4 à la 
@CCI_AMP
. Participation d’
@HichamMerini
 à la table ronde « Intelligence artificielle, datas, digitalisation : des solutions au service du Smart Port en Grand » dans son rayonnement méditerranéen et international."
1674805285276332033,fr,unknown,intelligence artificielle,Bercky Kitumu,KMayimona,2023-06-30T15:41:11.000Z,"""Intelligence artificielle en bibliothèques universitaires africaines : entre euphorie appropriatrice et réalisme culturo-technique (technologique)"", session animée le 21 juin 2023 à la Bibliotheca Alexandrina dans le cadre de l'Ecole d'été internationale de l'AIFB."
1674802678814081024,fr,unknown,intelligence artificielle,La veille techno,laVeilleTechno,2023-06-30T15:30:49.000Z,"Voici le premier vélo généré par une intelligence artificielle
journaldugeek.com/2023/06/30/voi
…"
1674802629925388289,fr,unknown,intelligence artificielle,Le Journal du Geek,JournalDuGeek,2023-06-30T15:30:37.000Z,"Voici le premier vélo généré par une intelligence artificielle 
journaldugeek.com/2023/06/30/voi
…"
1674801682067369985,fr,unknown,intelligence artificielle,Benoit Hucq,BenoitHucq,2023-06-30T15:26:51.000Z,"Intelligence artificielle et autorités publiques wallonnes . L’impact des technologies d’intelligence artificielle sur le gouvernement et l’administration numérique en Wallonie- une étude du 
@CRIDS_UNamur
  dans le cadre de 
@digitalwallonia
 
content.digitalwallonia.be/post/202203231
…"
1674800188521684992,fr,unknown,intelligence artificielle,ben mosquito,bensamburu,2023-06-30T15:20:55.000Z,C'est l'effet intelligence artificielle.
1674786600226795525,fr,unknown,intelligence artificielle,James Arthur,JamesArthurXV,2023-06-30T14:26:56.000Z,"""Robots et intelligence artificielle"" =  société totalitaire"
1674780494788169733,fr,unknown,intelligence artificielle,JYChab,debricetdebroc,2023-06-30T14:02:40.000Z,"Selon Emmanuel #Macron, les jeux vidéo ont ""intoxiqué"" les émeutiers. (déclaration)
Le pb de #Macron c’est son intelligence, elle est artificielle ; alors que sa bêtise est naturelle"
1674775633644118016,fr,unknown,intelligence artificielle,Aurelio Foster king,AurelioFos46754,2023-06-30T13:43:21.000Z,"@universidas de #Google.c.a.
fosterkingaurelio@gmail.com 
Intelligence artificielle merci"
1674774690865242112,fr,unknown,intelligence artificielle,JYChab,debricetdebroc,2023-06-30T13:39:36.000Z,"Le pb avec #Macron c’est son intelligence, elle est artificielle alors que sa bêtise est naturelle"
1674774310383386629,fr,unknown,intelligence artificielle,Fadhila BRAHIMI #FadhiLive,FBrahimi,2023-06-30T13:38:06.000Z,"""’intelligence artificielle et les algorithmes vont nous rendre fainéants"" c'est un scénario catastrophe. 
Il en existe d'autres. Comme celui de la collaboration. 
Nous en avons parlé hier avec 
@apachulski
 dans #TCDPA et l'équipe 
@Re_Enchanter
 (N. Celic, 
@emiliemarquois
,"
1674771562820669441,fr,unknown,intelligence artificielle,Fabien Prévots,fabienprevots,2023-06-30T13:27:10.000Z,"FRENCHNEWTECH La Nasa prépare une intelligence artificielle pour « interagir » avec les astronautes à bord de la future station spatiale #science #innovation #futurasciences 
dlvr.it/SrT5vp"
1674764692160380931,fr,unknown,intelligence artificielle,Roy Cka,Roy_Cka,2023-06-30T12:59:52.000Z,"Tu sais que c'est une intelligence artificielle, et qu'elle s'appuie sur des milliards de données pour répondre ? Mdr"
1674763050220417029,fr,unknown,intelligence artificielle,Quotidien du service public ''la Nation''- Bénin,lanationbenin,2023-06-30T12:53:21.000Z,"Formation en Intelligence artificielle: Les récipiendaires reçoivent leurs parchemins à Sèmè City 
lanation.bj/articles/forma
…"
1674753039398313984,fr,unknown,intelligence artificielle,Didier Carretero,didiercarretero,2023-06-30T12:13:34.000Z,"Séance de clôture, 9ème mandat du Conseil départemental des jeunes, 
@AlpesMaritimes
 par 
@ca_ginesy
 @ECiotti
 et présentation  des commissions alimentation et bien-manger, et intelligence artificielle !.. avec Anaïs, conseillère départementale jeune, Émile Roux 
@LeCannetVille"
1674749332254339072,fr,unknown,intelligence artificielle,alpesmaritimes,AlpesMaritimes,2023-06-30T11:58:50.000Z,"Alimentation équilibrée, lutte contre la malbouffe et Intelligence Artificielle ont été les thématiques phares de ce 9ème mandat. Félicitations à tous !
#CDJ #EngagementJeunesse #AlpesMaritimes"
1674748415576535040,fr,unknown,intelligence artificielle,NEW START CONSULTING ®,NewStartConsul1,2023-06-30T11:55:12.000Z,"Intelligence Artificielle : vers des collaborateurs hybrides ou augmentés ? 
cadre-dirigeant-magazine.com/technologie/in
… via 
@Cadre
 &amp; Dirigeant Magazine"
1674746742275801088,fr,unknown,intelligence artificielle,Stephanie Tison,St_Tison,2023-06-30T11:48:33.000Z,"Intelligence artificielle : OpenAI choisit Londres pour son siège européen : 
lesechos.fr/tech-medias/in
… via 
@LesEchos"
1674739419880751106,fr,unknown,intelligence artificielle,Ph.D ATSE Kambo_ General Coordinator of ANYR,atsekambodelmas,2023-06-30T11:19:27.000Z,"Colloque international Intelligence Artificielle et Métaverse 
youtube.com/live/P-EG5ttWg
… via 
@YouTube"
1674739105744183296,fr,unknown,intelligence artificielle,ᕈɩƙᥲ,FunYetiK,2023-06-30T11:18:12.000Z,"Chine, intelligence artificielle… Pourquoi les États-Unis veulent revenir à l'Unesco -France 24-
france24.com/fr/am%C3%A9riq
…"
1674724774084325376,fr,unknown,intelligence artificielle,Bruno Guglielminetti | Mon Carnet,Guglielminetti,2023-06-30T10:21:15.000Z,"Intelligence artificielle : NVIDIA tire tous azimuts et compte révolutionner le jeu vidéo. 
nextinpact.com/article/71786/
…"
1674724279127011328,fr,unknown,intelligence artificielle,david zentao,djzentao,2023-06-30T10:19:17.000Z,"Intelligence artificielle et cybersécurité 
iatranshumanisme.com/2023/06/29/int
…"
1674723953586085888,fr,unknown,intelligence artificielle,ICI ET MAINTENANT,lara_lati,2023-06-30T10:18:00.000Z,"Qui êtes vous pour la juger? 
Il faut être un ""humain"" pour comprendre.
Et comme dit le poète:
""Ne pensez pas que je danse parmi vous de joie, un oiseau abattu peut danser de douleur""...
A bon entendeur, Monsieur intelligence artificielle "
1674722921430806530,fr,unknown,intelligence artificielle,𝙇𝙚𝙪𝙢𝙞𝙣𝙚,ecris_le_tien,2023-06-30T10:13:53.000Z,"30 Juin 2008

Décès à Nice en France, à l'âge de 52 ans, de la Sénégalaise d'origine Rose DIENG-KUNTZ, première femme africaine à intégrer l'École polytechnique de Paris en 1976. Spécialiste en intelligence artificielle, elle avait reçu le prix Irène-Joliot-Curie en 2005.

Source"
1674721955134734337,fr,unknown,intelligence artificielle,Next.ink,nextinpact,2023-06-30T10:10:03.000Z," Intelligence artificielle : NVIDIA tire tous azimuts et compte révolutionner le jeu vidéo #Libéré #LibéréDélivré 
dlvr.it/SrSclx"
1674719932074844161,fr,unknown,intelligence artificielle,The Media Leader FR,MediaLeaderFR,2023-06-30T10:02:01.000Z,"Intelligence artificielle : 
@Snapchat
 inaugure sa technologie City Landmarker sur la Samaritaine 
buff.ly/3ptxbln"
1674717350069780480,fr,unknown,intelligence artificielle,Philippe Thubé,PhilippeDoNancy,2023-06-30T09:51:45.000Z,"Intelligence artificielle et cybersécurité 
iatranshumanisme.com/2023/06/29/int
…"
1674710300925349889,fr,unknown,intelligence artificielle,Black Bond PTV,BlackBondPtv,2023-06-30T09:23:45.000Z,"Abonnez vous au max à la page de la série Rebellion que j’ai l’honneur de produire.

C’est une série qui traite de problématiques qui nous chères :
Déshumanisation, intelligence artificielle, narcissisme, etc… 
t.co/8zJvZG9KjP"
1674708980856246273,fr,unknown,intelligence artificielle,Emmanuelle TANCREDE,ETancredeBohin,2023-06-30T09:18:30.000Z,"lors de la session pitch d’entreprise :

 Des méthodes d’#Intelligence artificielle (IA) et de #modélisations morphologique et #optique ont été conçues et développées pour automatiser la caractérisation de la #peau, et mieux comprendre certains mécanismes biologiques  

2/4"
1674705238802964480,fr,unknown,intelligence artificielle,Merlin Philippe,merlinpapin3,2023-06-30T09:03:38.000Z,Il faut je ne suis pas une Intelligence Artificielle
1674701479255343105,fr,unknown,intelligence artificielle,Elzebeth,Elzebeth6,2023-06-30T08:48:41.000Z,"Ce système doit être intelligence artificielle.
Mort du jeune NAHEL place Nelson Mandela 4 jours après la draft NBA 2023 avec Wembanyama 1er choix 
odysee.com/@complogate:b/
… #Odysee via 
@OdyseeTeam"
1674699967456505857,fr,unknown,intelligence artificielle,Patrick Rebollar,Berlol,2023-06-30T08:42:41.000Z,"Enquête biaisée par une intelligence artificielle...

#6mots 
#propagande À une courte majorité, les Français anticipent que l’intelligence artificielle aura un impact positif sur la gestion des crises climatiques et la préservation de la biodiversité @AEF_Groupe"
1674699545488269314,fr,unknown,intelligence artificielle,Gantzer,gantzeragency,2023-06-30T08:41:00.000Z,"les contenus générés par une intelligence artificielle. Cette révolution n'est pas une fatalité, nous devons simplement nous préparer du mieux que nous pouvons pour appréhender les changements inhérents à une telle transformation."
1674696611585204225,fr,unknown,intelligence artificielle,CNRS Occitanie Ouest,CNRS_Toulouse,2023-06-30T08:29:21.000Z,"[CP de #science] Une équipe de scientifiques internationaux, dirigée par des chercheurs de @RestoreInstitut, a utilisé une intelligence artificielle afin de réussir à discerner l’âge physiologique de l’âge chronologique.

 
occitanie-ouest.cnrs.fr/fr/cnrsinfo/un
…"
1674695246951727109,fr,unknown,intelligence artificielle,Señorito,L_ancien__,2023-06-30T08:23:55.000Z,C'est vraiment une intelligence artificielle ?? Putain il maîtrise l'ironie et tt c'est impressionnant
1674694353447526400,fr,unknown,intelligence artificielle,9emeArt,9emeArt,2023-06-30T08:20:22.000Z," Mathis et la Forêt des possibles, un éditeur lance une BD jeunesse réalisée à l’aide d’une intelligence artificielle, l’auteur lui explique sa démarche en évitant les problématiques principales."
1674693020971831296,fr,unknown,intelligence artificielle,FRANCE 24 – Amériques,F24Ameriques,2023-06-30T08:15:05.000Z,"Chine, intelligence artificielle… Pourquoi les États-Unis veulent revenir à l'Unesco 
f24.my/9cEG.t"
1674690874830204931,fr,unknown,intelligence artificielle,FRANCE 24 Français,France24_fr,2023-06-30T08:06:33.000Z,"Chine, intelligence artificielle… Pourquoi les États-Unis veulent revenir à l'Unesco
 
go.france24.com/Shx"
1674690442372468736,fr,unknown,intelligence artificielle,J.R,JulienRomeo,2023-06-30T08:04:50.000Z,"Ils laissent tout péter, et les camera de surveillance partout, l intelligence artificielle qui scan les visages, l identité numérique bref la prochaine étape de l asservissement du peuple par le WEF, sera demandé par le peuple. Ne pas se tromper d ennemis. L ennemi c mc ron."
1674687968634720258,fr,unknown,intelligence artificielle,Info Libertaire,infoLibertaire,2023-06-30T07:55:00.000Z,"Reconnaissance faciale intelligence artificielle 
infolibertaire.net/reconnaissance
…"
1674686602457522177,fr,unknown,intelligence artificielle,Tom's Guide FR,TomsGuideFR,2023-06-30T07:49:34.000Z,"#Steam
Steam : Valve interdit les jeux vidéo aux contenus générés par intelligence artificielle
tomsguide.fr/steam-valve-in
…

Des témoignages commencent à affluer de la part de développeurs de jeux vidéos, qui affirment que Valve interdit la publication de jeux contenant des él…"
1674686416326995968,fr,unknown,intelligence artificielle,La veille techno,laVeilleTechno,2023-06-30T07:48:50.000Z,"Steam : Valve interdit les jeux vidéo aux contenus générés par intelligence artificielle
tomsguide.fr/steam-valve-in
…"
1674683646530256898,fr,unknown,intelligence artificielle,Faculté des Sciences,FSUnivNdere,2023-06-30T07:37:50.000Z,"L'unité de formation Doctorales Mathématiques,  Informatique et Applications a reçu du 28 juin au 1er juillet 2023 Dr Marcellin Ayemkeng de l'université de Rhodes en Afrique du Sud. Il est expert en Intelligence Artificielle."
1674682175168425984,fr,unknown,intelligence artificielle,Mon Module 5,module5,2023-06-30T07:31:59.000Z,Intelligence artificielle d'orientation ?
1674681675492777985,fr,unknown,intelligence artificielle,Contexte E-santé,ContexteEsante,2023-06-30T07:30:00.000Z,"Intelligence artificielle : au Parlement, une dizaine de réunions techniques fixées jusqu’à septembre. Extrait du briefing de 
@ContexteEsante
  contexte.com/actualite/e-sa
…"
1674678094941020160,fr,unknown,intelligence artificielle,Jean-Pierre Armand,jpaArmand,2023-06-30T07:15:46.000Z,"Intelligence Artificielle et lutte contre les tumeurs du systèmes nerveux central 
news.iuct-oncopole.fr/sterimgli/.   Radio immuno ++"
1674678006386753536,fr,unknown,intelligence artificielle,Morgane Soulier,morganesoulier,2023-06-30T07:15:25.000Z,"Intelligence artificielle au travail : les Français moins inquiets que le reste de la population mondiale.
Seuls 9% des salariés français craignent d'être remplacés par l'IA à leur poste contre 13% au niveau mondial.
lefigaro.fr/secteur/high-t
…"
1674677541624328193,fr,unknown,intelligence artificielle,Morgane Soulier,morganesoulier,2023-06-30T07:13:34.000Z,"Intelligence artificielle : OpenAI choisit Londres pour son siège européen

#GenerativeAI #chatgpt3 #ChatGPT #chatgpt4 #IA 
lesechos.fr/tech-medias/in
…
@josephine_boon
 @LesEchos"
1674677115403345921,fr,unknown,intelligence artificielle,Martin Soulard,MartinSoul93445,2023-06-30T07:11:52.000Z,"@POTUS
 tres chère honnorable mr.le président biden,je me permets de vous addressez la parole au sujet de votre programme sur l intelligence artificielle,j essaierai d être bref,mais cela pourrait etre long,vous savez la première puce d ordinateur fut fabriwuer avec du lithium"
1674674622665576449,fr,unknown,intelligence artificielle,CSF,CreditSocial_fr,2023-06-30T07:01:58.000Z," Intelligence artificielle et service public : construire les villes intelligentes de demain.
Découvrez les avantages de l'IA, et les défis à relever ! 
#servicepublic #IA
lagazettedescommunes.com/875116/quand-l
…"
1674672102165688320,fr,unknown,intelligence artificielle,david zentao,djzentao,2023-06-30T06:51:57.000Z,"Intelligence artificielle et cybersécurité 
iatranshumanisme.com/2023/06/29/int
…"
1674667174244352002,fr,unknown,intelligence artificielle,Fernand,Fernand38774141,2023-06-30T06:32:22.000Z,+ intelligence artificielle et internet pour retracer tout le monde.. bonne chance à eux
1674666584294453249,fr,unknown,intelligence artificielle,Le Télégramme Vannes,TelegVannes,2023-06-30T06:30:02.000Z,"La première BD jeunesse de France illustrée par une intelligence artificielle (IA) est publiée ce vendredi. 
go.letelegramme.fr/zw7z"
1674666582998495232,fr,unknown,intelligence artificielle,Le Télégramme Auray,TelegrammeAuray,2023-06-30T06:30:01.000Z,"La première BD jeunesse de France illustrée par une intelligence artificielle (IA) est publiée ce vendredi. 
go.letelegramme.fr/bW9Z"
1674665588671537153,fr,unknown,intelligence artificielle,Altyma EXPERTS,AltymaE,2023-06-30T06:26:04.000Z,"Intelligence artificielle (IA) : tour d’horizon des différentes nouvelles mesures en matière d’accompagnement financier, technologique et juridique #innovation #aides #entreprises #financement #ia #accompagnement"
1674663365958926336,fr,unknown,intelligence artificielle,Eliska Vytlacil Business Club Suisse.ch,EXPRAHA,2023-06-30T06:17:14.000Z,"Intelligence Artificielle : vers des collaborateurs hybrides ou augmentés ? 
cadre-dirigeant-magazine.com/technologie/in
… via 
@Cadre
 &amp; Dirigeant Magazine"
1674659254244868096,fr,unknown,intelligence artificielle,IAE Paris Alumni-Sorbonne Business School,IAEParisAlumni,2023-06-30T06:00:54.000Z,"{IA} Intelligence artificielle : l’AI Act se dessine peu à peu. #ClubIESAlumni
ow.ly/8PF350OWBI8"
1674659027941306371,fr,unknown,intelligence artificielle,HITECHPROS,Htpros,2023-06-30T06:00:00.000Z,"Intelligence Artificielle : 6 compétences nécessaires pour devenir ingénieur prompt 
zdnet.fr/pratique/intel
… via 
@zdnet
 
#ia"
1674656512105381891,fr,unknown,intelligence artificielle,𝗣𝗮𝘁𝗿𝗶𝗰𝗲 𝗛𝗶𝗹𝗹𝗮𝗶𝗿𝗲,hillairepatrice,2023-06-30T05:50:00.000Z,"Intelligence artificielle. Créer son “double numérique”, le pari controversé d’une influenceuse 
buff.ly/3CUsjJ8 #tweetsrevue #cm #socialmedia"
1674652842378788864,fr,unknown,intelligence artificielle,Fabien SEO,fabienr34,2023-06-30T05:35:25.000Z,"Selon une nouvelle étude de NewsGuard, 141 marques voient leurs pubs placées sur des sites générés par intelligence artificielle. 

Ils sont débiles ou ne comprennent toujours pas le fonctionnement d’adsense ?? 
ladn.eu/tech-a-suivre/
…"
1674650600712142848,fr,unknown,intelligence artificielle,GENDRE Pierre,ONCLE_ARCHIBALD,2023-06-30T05:26:31.000Z,"courrierinternational.com/reveil/2023-06
… via 
@courrierinter
 
Garde-fous. Intelligence artificielle : les géants de la tech veulent des règles, mais pas trop"
1674650504410849280,fr,unknown,intelligence artificielle,Xavier Studer,xavierstuder,2023-06-30T05:26:08.000Z,"Intelligence artificielle: ChatGPT n’a pas de porte-monnaie… 
xavierstuder.com/2023/06/intell
… via 
@xavierstuder"
1674647454669496320,fr,unknown,intelligence artificielle,Jonathan Chan ,ChanPerco,2023-06-30T05:14:01.000Z,"Fermes à contenus générés par IA : les marques les financent.

Selon une nouvelle étude de NewsGuard, 141 marques voient leurs pubs placées sur des sites générés par intelligence artificielle."
1674642553683976192,fr,unknown,intelligence artificielle,Jean Maurice Djossou,jmdjossoujean,2023-06-30T04:54:32.000Z,"Coup d'arrêt
à la Discrimination positive 
 en Droit interne américain!
 Quid du Droit international?
 Un Nouveau Processus de transformation
axé sur le Développement humain 
durable est en cours.
Trame de
    Science des données et Intelligence
Artificielle!"
1674641673396027394,fr,unknown,intelligence artificielle,François Cazals,FCazals,2023-06-30T04:51:02.000Z,"Intelligence artificielle : qu'est-ce que le paradoxe de Moravec ?
bbc.com/afrique/monde-
…"
1674625793949835264,fr,unknown,intelligence artificielle,Hé,CoulibalyEnoc,2023-06-30T03:47:56.000Z,Une image créée par intelligence artificielle. Avec des mains et des regards monstrueux comme d'habitude.
1674579396424871936,fr,unknown,intelligence artificielle,jay yeah,ball0ut49,2023-06-30T00:43:34.000Z,"Mdr la fake news 
Grosse photo d'une intelligence artificielle "
1674575957263364097,fr,unknown,intelligence artificielle,Marcillaud Patrick,MarcillaudPatr1,2023-06-30T00:29:54.000Z,"Si celà est exact, c'est rassurant. Il y a comme un défaut. Espérons que citoyens encore cérébrés doués d' intelligence naturelle d'hominidés sapiens USA et dits électeurs vont en tirer leçons pour l'avenir. Sinon ce sera intelligence artificielle qu'ils auront et ce sera ..."
1674571011394621440,fr,unknown,intelligence artificielle,Sparte Robotics,RoboticsSparte,2023-06-30T00:10:15.000Z,"𝐈𝐍𝐃𝐀𝐁𝐀𝐗 𝟐𝟎𝟐𝟑
Nous avons participé  à la conférences  sous le thème :  𝙸𝚗𝚝𝚎𝚕𝚕𝚒𝚐𝚎𝚗𝚌𝚎 𝚊𝚛𝚝𝚒𝚏𝚒𝚌𝚒𝚎𝚕𝚕𝚎 : 𝚟𝚎𝚌𝚝𝚎𝚞𝚛 𝚍𝚎 𝚕’𝚒𝚗𝚗𝚘𝚟𝚊𝚝𝚒𝚘𝚗 𝚎𝚝 𝚍𝚎 𝚕’é𝚌𝚘𝚗𝚘𝚖𝚒𝚎 𝚗𝚞𝚖é𝚛𝚒𝚚𝚞𝚎 𝚙𝚘𝚞𝚛 𝚕𝚎 𝚍é𝚟𝚎𝚕𝚘𝚙𝚙𝚎𝚖𝚎𝚗𝚝"
1674570675548217344,fr,unknown,intelligence artificielle,Awakened Guardian,Tian_A1,2023-06-30T00:08:55.000Z,"Intelligence artificielle : Snapchat inaugure sa technologie City [ 
themedialeader.fr ] Pour la premiere fois en #France, Snapchat a utilise sa technologie de realite augmentee City Landmarker.Avec ce nouvel outil, Snapchat et le studio creatif"
1674535345407369218,fr,unknown,intelligence artificielle,Originator (Enthranstriste),librepenseu,2023-06-29T21:48:32.000Z,"J'avais fais ma proposition,  sur l'installation des caméras avec intelligence artificielle,  qui, une fois détecter des situations de stress, vilance  et de kidnapping , lance des sos par message, chaque citoyen devrait avec l'application dans son téléphone. Nos caméras sont là"
1674529888403955719,fr,unknown,intelligence artificielle,NiLau,Beecats27,2023-06-29T21:26:51.000Z,"Recherche alternance en Île de France dans les data 
1 ou 2 années. Admise en Master de data science et intelligence artificielle. #alternance #DataScience #rechercheemploi #VivaTech #poleemploi"
1674529090835996672,fr,unknown,intelligence artificielle,lamour,lamour123456,2023-06-29T21:23:41.000Z,"Quand je vois qu’on condamne un homme qui a un bachelor en intelligence artificielle au lieu de lui permettre de travailler pour l’Etat, cela me montre à quel point nos autorités ne pensent pas au développement de notre pays."
1674524438513983489,fr,unknown,intelligence artificielle,Elisée Ouéffa,elisee_oueffa,2023-06-29T21:05:11.000Z,"Dans ce Bénin là ? Bachelor en Intelligence Artificielle qui sourire 16 millions de crédit à MTN ? Waaa !!  Le lundi 26 juin passé, la Criet a condamné un jeune de 24 ans titulaire d’un bachelor en intelligence artificielle à 05 ans de prison dont 03 ans fermes et une amende d’un million FCFA, pour avoir soutiré 16 millions de crédits à Mtn Bénin."
1674522884780306435,fr,unknown,intelligence artificielle,Jassogne,jassogne,2023-06-29T20:59:01.000Z,"Intelligence artificielle qui m'empêche d'aimer des tweets ou de rebloguer des tweets ! 

Twitter est devenue pire que sous l'actionnariat précédent ! Elon Musk est un escroc sophistiqué !"
1674522143730593793,fr,unknown,intelligence artificielle,Actualités229,actualites229,2023-06-29T20:56:04.000Z," Le lundi 26 juin passé, la Criet a condamné un jeune de 24 ans titulaire d’un bachelor en intelligence artificielle à 05 ans de prison dont 03 ans fermes et une amende d’un million FCFA, pour avoir soutiré 16 millions de crédits à Mtn Bénin."
